Corporate ID,Scientist,Person,ABCK_Ki,ABCK_Cell,ABCK_WB,PBadjCell,H-PB_%F,H-CL,CACO,AURKA,FGFRx,FLTx,CDK15,CKD13,PRK,PDGFR BETA,TRKA,HEK293_%I(20 uM),HERG_%I(30 uM),ABCK_1mM,Lot ID,Parent MW,CACO(50 uM),C-CL,C-CL_F%,R-CL,R-CL_F%,1A2_%I(15 uM),1A2_%I(20 uM),1A2_%I(25 uM),1A2_IC50 (uM),2B6_%I(15 uM),2B6_%I(20 uM),2B6_%I(25 uM),2B6_IC50 (uM),2C19_%I(15 uM),2C19_%I(20 uM),2C19_%I(25 uM),2C19_IC50 (uM),2C8_%I(15 uM),2C8_%I(20 uM),2C8_%I(25 uM),2C8_IC50 (uM),2C9_%I(15 uM),2C9_%I(20 uM),2C9_%I(25 uM),2C9_IC50 (uM),2D6_%I(15 uM),2D6_%I(20 uM),2D6_%I(25 uM),2D6_IC50 (uM),3A4_MDZ_%I(15 uM),3A4_MDZ_%I(20 uM),3A4_MDZ_%I(25 uM),3A4_MDZ_IC50 (uM),3A4_TST_%I(15 uM),3A4_TST_%I(20 uM),3A4_TST_%I(25 uM),3A4_TST_IC50 (uM),TDI_2C19_%AR(10 uM),TDI_2C19_%AR(2.5 uM),TDI_2C19_%AR(25 uM),TDI_2C19(10 uM),TDI_2C19(2.5 uM),TDI_2C19(25 uM),TDI_2C9_%AR(10 uM),TDI_2C9_%AR(2.5 uM),TDI_2C9_%AR(25 uM),TDI_2C9(10 uM),TDI_2C9(2.5 uM),TDI_2C9(25 uM),TDI_2D6_%AR(10 uM),TDI_2D6_%AR(2.5 uM),TDI_2D6_%AR(25 uM),TDI_2D6(10 uM),TDI_2D6(2.5 uM),TDI_2D6(25 uM),TDI_3A4_%AR(10 uM),TDI_3A4_%AR(2.5 uM),TDI_3A4_%AR(25 uM),TDI_3A4(10 uM),TDI_3A4(2.5 uM),TDI_3A4(25 uM),HERG_%I(6 uM),HERG_%I(15 uM),PATCH%I(5 uM),PATCH%I(10 uM),KARPAS,FGFR3_BAF3_LUMI,HEK293_%I(4 uM),HEK293_%I(10 uM),HEK293,ABCK_WB_PLASMA_PSLP76,ABCK_WB_JURKAT_PSLP76,ABCK_WB_PERK,ABCK_WB_PERK_Emax,TF1-BCRABL,FASSIF (ug/mL),PH7.4 (ug/mL),SGF (ug/mL),SGK2,IDO_HELA,PI3KA_SPA_2UM_ATP,PI3KA_PAKT_SKOV3_ICW,PI3KD_HUM_ENZ_SPA_2UM_ATP,PI3KD-RAMOS,SUDHL6-PROLIF-LUM,PI3KG_SPA_2UM_ATP,AXL,JNK1,SGK3,H-CL_F%,cLogP_LogP,cPSA_PSA (A2),AKT1,AURKB,BRAF,BTK,CAMK2D,CHEK1,CHEK2,CLK3,DDR2,DYRK2,EGFR,EPHA2,EPHB4,ERBB4,FAK,GSK3B,HIPK3,ABCK,IGF1R,IKKA,IKKB,JAK1,JAK2,KIT,LOK,LRRK2,MAP3K8,MAP4K2,MAPKAPK2,MINK,MSSK1,NLK,PAK1,PAK4,PHKG2,PIM1,PIM2,PKCD,PRKD1,RET,ROCK1,RPS6KB1,RSK2,SGK1,SRC,STK4,SYK,TGFBR1,TIE2,ZAP70,Mol Block
IDNUMx3186,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN(Cc1cccc2c1[nH]nc2)C[C@@H]1CCCN([C@H]1c1cnn(c1)C)C
IDNUMx3187,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,405.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cc1noc(n1)[C@@H]1CC[C@@H](O1)CNCc1cccc2c1[nH]nc2
IDNUMx3190,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,419.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C([C@H]1CCN1C(=O)OC(C)(C)C)NCCc1ccc2c(c1)cn[nH]2
IDNUMx3192,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,1,419.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cc1oc(c(n1)C(=O)NCCc1ccc2c(c1)cn[nH]2)C
IDNUMx3194,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,1,407.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(c1cccc2c1[nH]nc2)N1CCCC(C1)(O)Cc1nncn1C
IDNUMx3195,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,1,420.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(c1cccc2c1cn[nH]2)N1CCCC(C1)(O)Cc1nncn1C
IDNUMx3196,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,413.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(N1CCCC(C1)(O)Cc1nncn1C)Cc1n[nH]c2c1cccc2
IDNUMx3198,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,445.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(N([C@H]1COC[C@H]1Oc1cnn(c1)C)C)Cc1n[nH]c2c1cccc2
IDNUMx3199,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,389.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cn1ncc(c1)O[C@@H]1COC[C@@H]1N(C(=O)c1n[nH]c2c1cccc2)C
IDNUMx3200,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,443.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO[C@@H]1CN(C[C@H]1c1nnn(c1)C)Cc1ccc2c(c1)[nH]nc2
IDNUMx3201,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,403.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)(c1cccc2c1cccn2)Nc1cccc2c1[nH]nc2
IDNUMx3203,OVECHORKIN,OV,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,418.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clc1ccc2c(c1)c(n[nH]2)C(=O)N1CCC(CC1)Cc1ncc[nH]1
IDNUMx3217,HYE,HY,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,425.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(N1C2COCC1C2)Cc1ccc2c(c1)[nH]nc2
IDNUMx3218,HYE,HY,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,455.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN1CCC(C1=O)N1CCC(CC1)NC(=O)c1n[nH]c2c1cc(Cl)cc2
IDNUMx3220,HYE,HY,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,455.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COC(=O)c1n[nH]c2c1cc(cc2)NC(=O)c1c(C)ccn1C
IDNUMx3222,HYE,HY,2781.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,455.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(c1n[nH]c2c1cc(cc2)[N+](=O)[O-])N(C1CC1)Cc1cccnc1
IDNUMx3223,HYE,HY,4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,443.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(Nc1n[nH]c2c1cc(cc2)C(F)(F)F)Cc1ccncc1
IDNUMx3225,HYE,HY,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,443.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COC(=O)C1(CCCCC1)CNC(=O)c1n[nH]c2c1cc(Cl)cc2
IDNUMx3228,HYE,HY,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,443.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clc1cnc(nc1)C1CCN(CC1)Cc1ccc2c(c1)[nH]nc2
IDNUMx3346,HYE,HY,6113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,439.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(N(C(C1CC1)C)CC(F)(F)F)COC(=O)c1n[nH]c2c1cccc2
IDNUMx3349,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,439.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C1CCCN1Cc1cccc(c1)NCc1cccc2c1[nH]nc2
IDNUMx3351,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,439.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(Cc1ccc(cc1)F)NCCNCc1cccc2c1[nH]nc2
IDNUMx3355,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,475.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCN1C(=O)CC[C@@H]([C@H]1c1ccnn1C)C(=O)Nc1n[nH]c2c1ccc(c2)F
IDNUMx3359,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,475.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCN1C(=O)C[C@@H]([C@H]1c1cnn(c1C)C)C(=O)Nc1n[nH]c2c1ccc(c2)F
IDNUMx3363,HYE,HY,8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,1,482.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C([C@@H]1CCCC[C@@H]1N1CCCC1=O)Nc1n[nH]c2c1ccc(c2)F
IDNUMx3367,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,461.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COc1cc(Cl)c(cc1S(=O)(=O)Nc1ccc2c(c1)[nH]nc2)OC
IDNUMx3368,HYE,HY,5211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,461.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n1cc2c([nH]1)CCN(C2)Cc1ccc2c(c1)[nH]nc2
IDNUMx3369,HYE,HY,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,511.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COC(=O)c1n[nH]c2c1cc(cc2)NC(=O)[C@H](C(C)C)NC(=O)OCc1ccccc1
IDNUMx3370,HYE,HY,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,493.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(Nc1ccc(cc1)S(=O)(=O)N1CCCC1)COC(=O)c1n[nH]c2c1cccc2
IDNUMx3371,HYE,HY,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,381.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=C(Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C)COC(=O)c1n[nH]c2c1cccc2
IDNUMx3511,OVECHORKIN,OV,41,392,0,0,0,0,0,73,104,19,80,745,2147,57,83,67,0,1398,1,371.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13774,0,0,0,0,0,0,0,411,20000,20000,0,4,55,20000,71,20000,1026,20000,13345,9060,20000,719,20000,20000,504,17544,20000,1958,20000,20000,0,317,20000,13649,745,43,31,20000,20000,20000,0,20000,20000,13148,20000,0,20000,20000,20000,20000,20000,3371,509,20000,3019,4719,20000,515,20000,4175,20000,2762,3756,Cc1nc2c(s1)cc(cc2)NC(=O)c1n[nH]c2c1cccc2
